AccountID,UsageDate,UsageDate_Key
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-02-24T00:00:00.0000000Z,20220224
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-02-25T00:00:00.0000000Z,20220225
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-02-26T00:00:00.0000000Z,20220226
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-02-27T00:00:00.0000000Z,20220227
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-02-28T00:00:00.0000000Z,20220228
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-01T00:00:00.0000000Z,20220301
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-02T00:00:00.0000000Z,20220302
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-03T00:00:00.0000000Z,20220303
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-04T00:00:00.0000000Z,20220304
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-05T00:00:00.0000000Z,20220305
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-06T00:00:00.0000000Z,20220306
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-07T00:00:00.0000000Z,20220307
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-08T00:00:00.0000000Z,20220308
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-09T00:00:00.0000000Z,20220309
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-10T00:00:00.0000000Z,20220310
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-11T00:00:00.0000000Z,20220311
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-12T00:00:00.0000000Z,20220312
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-13T00:00:00.0000000Z,20220313
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-14T00:00:00.0000000Z,20220314
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-15T00:00:00.0000000Z,20220315
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-16T00:00:00.0000000Z,20220316
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-17T00:00:00.0000000Z,20220317
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-18T00:00:00.0000000Z,20220318
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-19T00:00:00.0000000Z,20220319
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-20T00:00:00.0000000Z,20220320
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-21T00:00:00.0000000Z,20220321
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-22T00:00:00.0000000Z,20220322
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-23T00:00:00.0000000Z,20220323
00f256ff-48d6-4c60-ac2a-7c228d19434c,2022-03-24T00:00:00.0000000Z,20220324
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-11T00:00:00.0000000Z,20220211
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-12T00:00:00.0000000Z,20220212
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-13T00:00:00.0000000Z,20220213
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-14T00:00:00.0000000Z,20220214
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-15T00:00:00.0000000Z,20220215
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-16T00:00:00.0000000Z,20220216
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-17T00:00:00.0000000Z,20220217
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-18T00:00:00.0000000Z,20220218
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-19T00:00:00.0000000Z,20220219
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-20T00:00:00.0000000Z,20220220
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-21T00:00:00.0000000Z,20220221
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-22T00:00:00.0000000Z,20220222
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-23T00:00:00.0000000Z,20220223
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-24T00:00:00.0000000Z,20220224
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-25T00:00:00.0000000Z,20220225
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-26T00:00:00.0000000Z,20220226
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-27T00:00:00.0000000Z,20220227
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-02-28T00:00:00.0000000Z,20220228
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-01T00:00:00.0000000Z,20220301
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-02T00:00:00.0000000Z,20220302
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-03T00:00:00.0000000Z,20220303
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-04T00:00:00.0000000Z,20220304
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-05T00:00:00.0000000Z,20220305
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-06T00:00:00.0000000Z,20220306
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-07T00:00:00.0000000Z,20220307
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-08T00:00:00.0000000Z,20220308
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-09T00:00:00.0000000Z,20220309
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-10T00:00:00.0000000Z,20220310
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-11T00:00:00.0000000Z,20220311
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-12T00:00:00.0000000Z,20220312
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-13T00:00:00.0000000Z,20220313
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-14T00:00:00.0000000Z,20220314
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-15T00:00:00.0000000Z,20220315
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-16T00:00:00.0000000Z,20220316
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-17T00:00:00.0000000Z,20220317
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-18T00:00:00.0000000Z,20220318
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-19T00:00:00.0000000Z,20220319
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-20T00:00:00.0000000Z,20220320
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-21T00:00:00.0000000Z,20220321
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-22T00:00:00.0000000Z,20220322
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-23T00:00:00.0000000Z,20220323
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-24T00:00:00.0000000Z,20220324
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-25T00:00:00.0000000Z,20220325
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-26T00:00:00.0000000Z,20220326
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-27T00:00:00.0000000Z,20220327
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-28T00:00:00.0000000Z,20220328
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-29T00:00:00.0000000Z,20220329
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-30T00:00:00.0000000Z,20220330
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-03-31T00:00:00.0000000Z,20220331
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-01T00:00:00.0000000Z,20220401
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-02T00:00:00.0000000Z,20220402
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-03T00:00:00.0000000Z,20220403
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-04T00:00:00.0000000Z,20220404
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-05T00:00:00.0000000Z,20220405
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-06T00:00:00.0000000Z,20220406
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-07T00:00:00.0000000Z,20220407
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-08T00:00:00.0000000Z,20220408
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-09T00:00:00.0000000Z,20220409
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-10T00:00:00.0000000Z,20220410
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-11T00:00:00.0000000Z,20220411
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-12T00:00:00.0000000Z,20220412
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-13T00:00:00.0000000Z,20220413
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-14T00:00:00.0000000Z,20220414
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-15T00:00:00.0000000Z,20220415
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-16T00:00:00.0000000Z,20220416
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-17T00:00:00.0000000Z,20220417
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-18T00:00:00.0000000Z,20220418
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-19T00:00:00.0000000Z,20220419
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-20T00:00:00.0000000Z,20220420
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-21T00:00:00.0000000Z,20220421
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-22T00:00:00.0000000Z,20220422
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-23T00:00:00.0000000Z,20220423
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-24T00:00:00.0000000Z,20220424
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-25T00:00:00.0000000Z,20220425
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-26T00:00:00.0000000Z,20220426
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-27T00:00:00.0000000Z,20220427
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-28T00:00:00.0000000Z,20220428
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-29T00:00:00.0000000Z,20220429
b604e5fe-8245-495a-a5ac-7c0cb2dfd28b,2022-04-30T00:00:00.0000000Z,20220430
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-04T00:00:00.0000000Z,20220204
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-05T00:00:00.0000000Z,20220205
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-06T00:00:00.0000000Z,20220206
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-07T00:00:00.0000000Z,20220207
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-08T00:00:00.0000000Z,20220208
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-09T00:00:00.0000000Z,20220209
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-10T00:00:00.0000000Z,20220210
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-11T00:00:00.0000000Z,20220211
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-12T00:00:00.0000000Z,20220212
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-13T00:00:00.0000000Z,20220213
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-14T00:00:00.0000000Z,20220214
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-15T00:00:00.0000000Z,20220215
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-16T00:00:00.0000000Z,20220216
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-17T00:00:00.0000000Z,20220217
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-18T00:00:00.0000000Z,20220218
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-19T00:00:00.0000000Z,20220219
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-20T00:00:00.0000000Z,20220220
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-21T00:00:00.0000000Z,20220221
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-22T00:00:00.0000000Z,20220222
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-23T00:00:00.0000000Z,20220223
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-24T00:00:00.0000000Z,20220224
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-25T00:00:00.0000000Z,20220225
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-26T00:00:00.0000000Z,20220226
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-27T00:00:00.0000000Z,20220227
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-02-28T00:00:00.0000000Z,20220228
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-01T00:00:00.0000000Z,20220301
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-02T00:00:00.0000000Z,20220302
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-03T00:00:00.0000000Z,20220303
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-04T00:00:00.0000000Z,20220304
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-05T00:00:00.0000000Z,20220305
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-06T00:00:00.0000000Z,20220306
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-12T00:00:00.0000000Z,20220312
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-13T00:00:00.0000000Z,20220313
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-14T00:00:00.0000000Z,20220314
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-15T00:00:00.0000000Z,20220315
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-16T00:00:00.0000000Z,20220316
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-17T00:00:00.0000000Z,20220317
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-18T00:00:00.0000000Z,20220318
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-19T00:00:00.0000000Z,20220319
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-20T00:00:00.0000000Z,20220320
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-21T00:00:00.0000000Z,20220321
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-22T00:00:00.0000000Z,20220322
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-23T00:00:00.0000000Z,20220323
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-24T00:00:00.0000000Z,20220324
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-25T00:00:00.0000000Z,20220325
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-26T00:00:00.0000000Z,20220326
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-27T00:00:00.0000000Z,20220327
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-28T00:00:00.0000000Z,20220328
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-29T00:00:00.0000000Z,20220329
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-30T00:00:00.0000000Z,20220330
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-03-31T00:00:00.0000000Z,20220331
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-04-01T00:00:00.0000000Z,20220401
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-04-02T00:00:00.0000000Z,20220402
7f26a3fe-7d54-4990-92b9-c0572991dcca,2022-04-03T00:00:00.0000000Z,20220403
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-02-23T00:00:00.0000000Z,20220223
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-02-24T00:00:00.0000000Z,20220224
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-02-25T00:00:00.0000000Z,20220225
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-02-26T00:00:00.0000000Z,20220226
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-02-27T00:00:00.0000000Z,20220227
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-02-28T00:00:00.0000000Z,20220228
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-01T00:00:00.0000000Z,20220301
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-02T00:00:00.0000000Z,20220302
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-03T00:00:00.0000000Z,20220303
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-04T00:00:00.0000000Z,20220304
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-05T00:00:00.0000000Z,20220305
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-06T00:00:00.0000000Z,20220306
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-07T00:00:00.0000000Z,20220307
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-08T00:00:00.0000000Z,20220308
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-09T00:00:00.0000000Z,20220309
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-10T00:00:00.0000000Z,20220310
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-11T00:00:00.0000000Z,20220311
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-12T00:00:00.0000000Z,20220312
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-13T00:00:00.0000000Z,20220313
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-14T00:00:00.0000000Z,20220314
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-15T00:00:00.0000000Z,20220315
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-16T00:00:00.0000000Z,20220316
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-17T00:00:00.0000000Z,20220317
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-18T00:00:00.0000000Z,20220318
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-19T00:00:00.0000000Z,20220319
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-20T00:00:00.0000000Z,20220320
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-21T00:00:00.0000000Z,20220321
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-22T00:00:00.0000000Z,20220322
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-23T00:00:00.0000000Z,20220323
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-24T00:00:00.0000000Z,20220324
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-25T00:00:00.0000000Z,20220325
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-26T00:00:00.0000000Z,20220326
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-27T00:00:00.0000000Z,20220327
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-28T00:00:00.0000000Z,20220328
0ba597fe-d32d-49eb-a2c8-d8dc49ee64db,2022-03-29T00:00:00.0000000Z,20220329
